Name,Latitude,Longitude,Providerprice1,neighborhood
Selina Berlin Mitte,52.52858734,13.40910053,,Scheunenviertel
Selina Berlin West,52.49959946,13.31472015,,unknown
Seminar- und Gastehaus Flussbad Gartenstrasse,52.60404968,13.43039036,,unknown
Seminarhaus S1516,52.5382309,13.39842033,,unknown
SensCity Hotel Albergo,52.4897995,13.31185436,,unknown
SensCity Hotel Berlin Spandau,52.52913666,13.20984077,,unknown
Sevenrooms-Berlin,52.52360916,13.33207035,,unknown
Sezer B&A UG,52.44536972,13.52814007,,unknown
Sheraton Berlin Grand Hotel Esplanade,52.50567245,13.35484982,,Botschaftsviertel
Sickinger Hof,52.53319931,13.32800961,,unknown
Silence Home,52.48733139,13.43118,,Reuterkiez
Simon-Dach Apartments,52.51102066,13.45699978,,Samariterviertel
Sixmiles Guesthouse,52.51192093,13.38216209,,unknown
Sixties Apartments,52.52376175,13.39937019,,Spandauer Vorstadt
Sixties Young Apartments,52.5240593,13.39931774,,Spandauer Vorstadt
Sleep like Home Apartment,52.5173111,13.46490002,,Samariterviertel
Sleep Like Home Apartments,52.54174805,13.41535664,,Helmholtzkiez
SleepCheapHostel,52.51830292,13.28200531,,unknown
Smart Stay Hotel Berlin City,52.51371765,13.30518246,,unknown
Smarthostel Berlin,52.5475502,13.35286045,,Brüsseler Kiez
smartloft,52.53237534,13.40642166,,unknown
SMARTments business Berlin City West,52.50769043,13.32800007,,unknown
SMARTments Business Berlin Karlshorst,52.48058701,13.52557087,,unknown
Smartments Business Berlin Prenzl. Berg,52.53026199,13.45487118,,Blumenviertel
Soeht 7,52.43768311,13.30901814,,unknown
Soho House Berlin,52.52753067,13.41583824,,unknown
Solitaire Hotel,52.57668686,13.39339066,,unknown
Sophienhof,52.52568817,13.40098,,Spandauer Vorstadt
Soylent Lodge,52.51535034,13.4545002,,unknown
Space Night Capsule Hostel,52.5104866,13.3966608,,unknown
Specialplaceinberlin,52.59534836,13.35772991,,unknown
Spreepolis Boardinghaus,52.46083069,13.51991272,,unknown
St Christopher's Inn Berlin Mitte,52.52373123,13.39099026,,Spandauer Vorstadt
St. Oberholz Apartments,52.52947998,13.40184021,,Spandauer Vorstadt
Stadtraum Berlin Apartments 2,52.54512024,13.41584969,,Helmholtzkiez
Stadtraum-Berlin Apartments,52.54539108,13.41462994,,Helmholtzkiez
Stargarden Apartments,52.54685974,13.41773987,,Helmholtzkiez
Stars Berlin Apartments,52.52817154,13.33051014,,unknown
Stars Berlin Apartments Essener Strasse,52.52373886,13.33740997,,Westfälisches Viertel
Stars Berlin Apartments Zillestrasse,52.51332092,13.30418968,,unknown
Stars Guesthouse Berlin,52.49729538,13.34937954,,unknown
STAYERY Berlin Friedrichshain,52.50934982,13.46679974,,unknown
Steigenberger Hotel Am Kanzleramt,52.52360916,13.36803055,,unknown
Steigenberger Hotel Berlin,52.50250626,13.334939,,unknown
Steps Hotel Wedding,52.55213165,13.36054707,,Leopoldkiez
stilwerk Hotel KantGaragen,52.50590134,13.31195736,,unknown
Storage Apartment,52.49988937,13.44462013,,Luisenstadt
Studio Apartment,52.48746872,13.35498714,,Rote Insel
Studios Am Alexanderplatz,52.52228928,13.40501976,,Spandauer Vorstadt
Sunflower Hostel,52.50963974,13.44628906,,unknown
Sunshinehouse-Berlin,52.4792099,13.33973026,,unknown
Swissotel Berlin Am Kurfuerstendamm,52.50305939,13.33187962,,unknown
Tagungswerk Guesthouse,52.55704117,13.4699297,,unknown
Tauentzien Pension,52.50262833,13.33856964,,unknown
Tempelhof Pension,52.45697021,13.38619995,,unknown
The 5 Lofts,52.50107956,13.41662979,,Luisenstadt
The Circus Apartments,52.53094482,13.4054451,,Spandauer Vorstadt
The Circus Hotel,52.52951813,13.40123463,,Spandauer Vorstadt
The DUDE By Charly,52.51174927,13.41367626,,Luisenstadt
The Faces Berlin,52.49173737,13.29400826,,unknown
The Garden Guest Houze 2,52.49871826,13.43435955,,Luisenstadt
The Mandala Suites,52.51153564,13.38877583,,unknown
the niu Cab,52.51258087,13.43216038,,unknown
the niu Flash,52.51986313,13.32621193,,unknown
the niu Hide,52.51436615,13.47653198,,unknown
The Pirate Hostel,52.5195694,13.46269035,,Samariterviertel
Three Little Pigs Hostel,52.50326157,13.38587189,,unknown
Tillmanns-Haus,52.42375946,13.19808006,,unknown
Titanic Comfort Kurfürstendamm,52.50094986,13.34885025,,unknown
Titanic Comfort Kurfurstendamm,52.50083923,13.34844303,,unknown
Tom's Hotel,52.49808884,13.34909153,,unknown
Tom's House Berlin,52.49766159,13.34937954,,unknown
Top Concept Boardinghouse Berlin,52.50473022,13.32448006,,unknown
Top View & City Alex,52.52542114,13.42798996,,Barnimkiez
TopDomizil - Apartments 'Platz vor dem Neuen Tor',52.52880859,13.37930965,,unknown
TopDomizil Apartments Checkpoint Plaza,52.50934982,13.39181042,,unknown
TopDomizil Apartments Panorama Friedrichstrasse,52.52635574,13.38722229,,unknown
Touristenhaus Gruenau,52.41989899,13.58045959,,unknown
Town Apartments Checkpoint Charlie,52.50687408,13.38983822,,unknown
Townhouse Berlin,52.50840759,13.32433033,,unknown
Trendy Apartments,52.53123093,13.20246792,,unknown
Trendy Apartments,52.48186111,13.34895992,,unknown
Trio Apartment Hotel Berlin,52.51871109,13.52603245,,Friedrichsfelde Ost
Tu Casa Ferienwohnungen & Apartments,52.50428009,13.34331989,,Botschaftsviertel
U Inn Berlin Hostel,52.51329422,13.46937084,,Samariterviertel
Uebernachtung Berlin,52.50677109,13.31424046,,unknown
Uferpalais,52.54651642,13.21215057,,unknown
Upper Room Hotel Am Kurfurstendamm,52.49356079,13.35262012,,unknown
Urban Loft Berlin,52.53147507,13.36573029,,unknown
Urbn Dreams,52.53643036,13.42553997,,Winsviertel
Vannis Haus,52.53712845,13.42932034,,Winsviertel
Vienna House by Wyndham Andel's Berlin,52.5284996,13.45755482,,Blumenviertel
Viertelvier,52.4917717,13.43048,,Reuterkiez
Villa Amadeus Hotel,52.50154114,13.36468983,,Botschaftsviertel
Villa Blumenfisch am Großen Wannsee,52.4236412,13.17936039,,unknown
Villa Karlshorst,52.49378967,13.53131962,,unknown
Villa Wittenau,52.59165955,13.32664013,,unknown
Villa-Hufeland,52.63359833,13.50030994,,unknown
Villa-Seepark,52.48302841,13.51727962,,Prinzenviertel
Virage Hostel Pension,52.51131058,13.50209999,,unknown
Visage Appart,52.48178101,13.36271,,Rote Insel
Voltaire Apartments,52.51723862,13.41495037,,unknown
W22 Hotel Am Kurfürstendamm,52.38345718,13.41731644,,unknown
Waldhotel am See Berlin-Schmockwitz,52.36895752,13.65121937,,unknown
Waldhotel-Frohnau,52.64319992,13.30047989,,unknown
Waldrestaurant Mueggelhort,52.43217087,13.67673969,,unknown
Wallyard Concept Hostel,52.52761841,13.34523106,,unknown
Wamos Zentrum,52.48722839,13.42226028,,unknown
Wannsee Yacht,52.42163849,13.16707039,,unknown
Wassersport-Appartements Am Stossensee,52.51168823,13.21002007,,unknown
Weinert - Blick,52.54487991,13.43941975,,unknown
Welt der Boden,52.46310043,13.57660007,,unknown
Wil7 Boutique Hotel,52.50102615,13.38939285,,unknown
Wilmina Hotel,52.50706482,13.29746246,,unknown
Winterfeldt 10 Apartments,52.49634933,13.35986996,,unknown
Winterfeldt Berlin Apartments,52.49460983,13.35760021,,unknown
Wohnen and Wellness,52.4756012,13.32983971,,unknown
Wohnen im grunen Berlin,52.5418396,13.51194,,unknown
Wyndham Garden Berlin Mitte,52.55496216,13.38711357,,unknown
Xantener Eck Hotel,52.49905777,13.30767155,,unknown
Yggotel Spurv,52.49703979,13.30729008,,unknown
YMCA Youth Hostel Berlin,52.50146103,13.35389996,,unknown
Yoga2be Simons Place,52.6228714,13.32285404,,unknown
Zarenhof Berlin Mitte,52.53007126,13.38793087,,unknown
Zarenhof Prenzlauer Berg,52.54200745,13.41096592,,Helmholtzkiez
Zentrale Ruhige Ferienwohnung in Berlin,52.54919052,13.45855045,,Komponistenviertel
Zimmer Zentral In Berlin,52.56887054,13.3092804,,unknown
Zimmervermietung Berlin Mertens,52.56518936,13.21098042,,unknown
Zimmervermietung Berlin Spandau,52.51409149,13.17339039,,unknown
Zimmervermietung Hartig,52.5419693,13.35521984,,Sprengelkiez
Zur Gartenstadt,52.40343857,13.56754017,,Falkenberg
